Ⅳ-A411, 1, 4, 0, 0, 1, 0, 1
Ⅳ-A411, 2, 4, 0, 0, 0, 1, 1
Ⅳ-A411, 3, 4, 0, 0, 0, 1, 1
Ⅳ-A411, 4, 4, 0, 1, 0, 0, 1
Ⅳ-A411, 5, 4, 1, 0, 0, 0, 1
Ⅳ-A411, 6, 4, 1, 1, 1, 1, 1
Ⅳ-A411, 7, 4, 1, 1, 1, 1, 1
Ⅳ-A312, 1, 4, 0, 0, 0, 0, 1
Ⅳ-A312, 2, 4, 0, 1, 1, 1, 1
Ⅳ-A312, 3, 4, 0, 1, 1, 1, 1
Ⅳ-A312, 4, 4, 1, 1, 0, 0, 1
Ⅳ-A312, 5, 4, 1, 0, 0, 1, 1
Ⅳ-A312, 6, 4, 1, 1, 1, 1, 1
Ⅳ-A312, 7, 4, 1, 1, 1, 1, 1
Ⅳ-B505, 1, 4, 1, 0, 0, 1, 1
Ⅳ-B505, 2, 4, 1, 0, 1, 0, 1
Ⅳ-B505, 3, 4, 1, 0, 1, 1, 1
Ⅳ-B505, 4, 4, 1, 0, 1, 1, 1
Ⅳ-B505, 5, 4, 1, 1, 1, 1, 1
Ⅳ-B505, 6, 4, 1, 1, 1, 1, 1
Ⅳ-B505, 7, 4, 1, 1, 1, 1, 1
Ⅳ-B411, 1, 4, 0, 0, 1, 1, 1
Ⅳ-B411, 2, 4, 0, 1, 0, 1, 1
Ⅳ-B411, 3, 4, 0, 1, 0, 1, 1
Ⅳ-B411, 4, 4, 0, 1, 0, 0, 1
Ⅳ-B411, 5, 4, 0, 1, 0, 1, 1
Ⅳ-B411, 6, 4, 1, 1, 1, 1, 1
Ⅳ-B411, 7, 4, 1, 1, 1, 1, 1
Ⅳ-A308, 1, 4, 0, 1, 1, 0, 1
Ⅳ-A308, 2, 4, 0, 0, 0, 0, 0
Ⅳ-A308, 3, 4, 0, 0, 0, 1, 1
Ⅳ-A308, 4, 4, 0, 0, 0, 1, 0
Ⅳ-A308, 5, 4, 0, 1, 0, 0, 1
Ⅳ-A308, 6, 4, 1, 1, 1, 1, 1
Ⅳ-A308, 7, 4, 1, 1, 1, 1, 1
Ⅳ-A301, 1, 4, 0, 1, 1, 0, 1
Ⅳ-A301, 2, 4, 0, 1, 1, 0, 0
Ⅳ-A301, 3, 4, 0, 1, 0, 0, 1
Ⅳ-A301, 4, 4, 0, 1, 0, 1, 1
Ⅳ-A301, 5, 4, 0, 0, 1, 0, 1
Ⅳ-A301, 6, 4, 1, 1, 0, 0, 1
Ⅳ-A301, 7, 4, 1, 1, 1, 1, 1
Ⅳ-A507, 1, 4, 0, 0, 0, 0, 1
Ⅳ-A507, 2, 4, 0, 0, 0, 0, 1
Ⅳ-A507, 3, 4, 0, 1, 0, 1, 1
Ⅳ-A507, 4, 4, 0, 0, 0, 0, 1
Ⅳ-A507, 5, 4, 0, 0, 1, 0, 1
Ⅳ-A507, 6, 4, 1, 1, 1, 1, 1
Ⅳ-A507, 7, 4, 1, 1, 1, 1, 1
Ⅳ-B406, 1, 4, 0, 1, 1, 0, 1
Ⅳ-B406, 2, 4, 0, 0, 1, 1, 1
Ⅳ-B406, 3, 4, 0, 0, 0, 1, 1
Ⅳ-B406, 4, 4, 0, 1, 0, 0, 1
Ⅳ-B406, 5, 4, 0, 1, 1, 1, 1
Ⅳ-B406, 6, 4, 1, 1, 1, 1, 1
Ⅳ-B406, 7, 4, 1, 1, 1, 1, 1
Ⅳ-B502, 1, 4, 1, 1, 0, 1, 1
Ⅳ-B502, 2, 4, 1, 1, 0, 1, 1
Ⅳ-B502, 3, 4, 1, 1, 1, 1, 1
Ⅳ-B502, 4, 4, 1, 0, 1, 1, 1
Ⅳ-B502, 5, 4, 1, 0, 1, 1, 1
Ⅳ-B502, 6, 4, 1, 1, 1, 1, 1
Ⅳ-B502, 7, 4, 1, 1, 1, 1, 1
Ⅳ-C501, 1, 4, 1, 1, 1, 1, 1
Ⅳ-C501, 2, 4, 1, 1, 1, 1, 1
Ⅳ-C501, 3, 4, 1, 1, 1, 1, 1
Ⅳ-C501, 4, 4, 1, 1, 1, 1, 1
Ⅳ-C501, 5, 4, 1, 1, 1, 1, 1
Ⅳ-C501, 6, 4, 1, 0, 0, 1, 1
Ⅳ-C501, 7, 4, 0, 1, 1, 1, 1
Ⅳ-A204, 1, 4, 0, 0, 0, 0, 1
Ⅳ-A204, 2, 4, 1, 1, 0, 0, 1
Ⅳ-A204, 3, 4, 0, 0, 0, 1, 1
Ⅳ-A204, 4, 4, 0, 0, 1, 1, 1
Ⅳ-A204, 5, 4, 0, 0, 0, 0, 1
Ⅳ-A204, 6, 4, 1, 1, 1, 1, 1
Ⅳ-A204, 7, 4, 1, 1, 1, 1, 1
Ⅳ-A401, 1, 4, 0, 1, 1, 0, 1
Ⅳ-A401, 2, 4, 1, 1, 0, 0, 0
Ⅳ-A401, 3, 4, 1, 1, 0, 1, 1
Ⅳ-A401, 4, 4, 0, 1, 1, 1, 1
Ⅳ-A401, 5, 4, 0, 1, 1, 1, 1
Ⅳ-A401, 6, 4, 1, 1, 1, 1, 1
Ⅳ-A401, 7, 4, 1, 1, 1, 1, 1
Ⅳ-C104, 1, 4, 0, 0, 0, 1, 0
Ⅳ-C104, 2, 4, 0, 1, 1, 0, 0
Ⅳ-C104, 3, 4, 0, 0, 0, 1, 0
Ⅳ-C104, 4, 4, 0, 0, 0, 0, 0
Ⅳ-C104, 5, 4, 0, 0, 0, 0, 1
Ⅳ-C104, 6, 4, 1, 1, 1, 1, 0
Ⅳ-C104, 7, 4, 1, 1, 1, 0, 0
Ⅳ-C106, 1, 4, 0, 1, 0, 0, 0
Ⅳ-C106, 2, 4, 0, 1, 0, 0, 0
Ⅳ-C106, 3, 4, 0, 0, 0, 1, 0
Ⅳ-C106, 4, 4, 0, 0, 0, 1, 0
Ⅳ-C106, 5, 4, 1, 0, 0, 1, 1
Ⅳ-C106, 6, 4, 1, 1, 1, 1, 1
Ⅳ-C106, 7, 4, 1, 1, 0, 1, 0
Ⅳ-C203, 1, 4, 1, 1, 0, 0, 1
Ⅳ-C203, 2, 4, 1, 1, 1, 1, 0
Ⅳ-C203, 3, 4, 0, 1, 1, 1, 0
Ⅳ-C203, 4, 4, 0, 1, 1, 1, 1
Ⅳ-C203, 5, 4, 1, 0, 0, 1, 1
Ⅳ-C203, 6, 4, 0, 1, 1, 1, 1
Ⅳ-C203, 7, 4, 1, 1, 1, 1, 1
Ⅳ-A412, 1, 4, 1, 0, 1, 0, 1
Ⅳ-A412, 2, 4, 1, 0, 0, 0, 1
Ⅳ-A412, 3, 4, 1, 0, 1, 1, 1
Ⅳ-A412, 4, 4, 1, 0, 1, 1, 0
Ⅳ-A412, 5, 4, 1, 1, 1, 1, 1
Ⅳ-A412, 6, 4, 1, 1, 1, 1, 1
Ⅳ-A412, 7, 4, 1, 1, 1, 1, 1
Ⅳ-A403, 1, 4, 0, 0, 1, 0, 1
Ⅳ-A403, 2, 4, 0, 1, 0, 0, 1
Ⅳ-A403, 3, 4, 0, 1, 1, 1, 1
Ⅳ-A403, 4, 4, 0, 0, 0, 0, 1
Ⅳ-A403, 5, 4, 0, 0, 0, 1, 1
Ⅳ-A403, 6, 4, 1, 1, 1, 1, 1
Ⅳ-A403, 7, 4, 1, 1, 1, 1, 1
Ⅳ-C212, 1, 4, 0, 1, 1, 1, 1
Ⅳ-C212, 2, 4, 0, 1, 0, 1, 1
Ⅳ-C212, 3, 4, 0, 0, 0, 1, 1
Ⅳ-C212, 4, 4, 0, 1, 1, 1, 1
Ⅳ-C212, 5, 4, 0, 0, 1, 1, 1
Ⅳ-C212, 6, 4, 1, 1, 1, 1, 1
Ⅳ-C212, 7, 4, 1, 1, 1, 1, 1
Ⅳ-A501, 1, 4, 0, 0, 0, 0, 1
Ⅳ-A501, 2, 4, 0, 0, 1, 1, 1
Ⅳ-A501, 3, 4, 0, 1, 1, 1, 1
Ⅳ-A501, 4, 4, 0, 1, 0, 0, 1
Ⅳ-A501, 5, 4, 0, 0, 0, 0, 1
Ⅳ-A501, 6, 4, 1, 1, 1, 1, 1
Ⅳ-A501, 7, 4, 1, 1, 1, 1, 1
Ⅳ-A111, 1, 4, 0, 0, 0, 0, 0
Ⅳ-A111, 2, 4, 0, 0, 1, 1, 0
Ⅳ-A111, 3, 4, 0, 0, 0, 1, 0
Ⅳ-A111, 4, 4, 0, 1, 0, 0, 0
Ⅳ-A111, 5, 4, 0, 1, 0, 0, 0
Ⅳ-A111, 6, 4, 0, 1, 1, 0, 0
Ⅳ-A111, 7, 4, 1, 1, 1, 1, 1
Ⅳ-A207, 1, 4, 0, 0, 1, 1, 0
Ⅳ-A207, 2, 4, 0, 1, 0, 1, 0
Ⅳ-A207, 3, 4, 0, 1, 0, 1, 0
Ⅳ-A207, 4, 4, 0, 1, 0, 0, 0
Ⅳ-A207, 5, 4, 1, 1, 0, 0, 1
Ⅳ-A207, 6, 4, 0, 1, 1, 0, 0
Ⅳ-A207, 7, 4, 1, 1, 1, 0, 0
Ⅳ-A208, 1, 4, 0, 1, 0, 0, 0
Ⅳ-A208, 2, 4, 0, 0, 0, 0, 0
Ⅳ-A208, 3, 4, 0, 0, 0, 1, 0
Ⅳ-A208, 4, 4, 0, 0, 0, 0, 0
Ⅳ-A208, 5, 4, 1, 0, 0, 1, 1
Ⅳ-A208, 6, 4, 1, 1, 1, 0, 0
Ⅳ-A208, 7, 4, 1, 1, 1, 1, 0
Ⅳ-A112, 1, 4, 0, 0, 1, 0, 0
Ⅳ-A112, 2, 4, 0, 0, 0, 1, 0
Ⅳ-A112, 3, 4, 0, 1, 0, 1, 0
